SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME
22024,201144,0022401170,"Apr 10, 2025",MIN @ MEM,W,27,2,7,0.286,0,4,0.0,4,4,1.0,1,1,2,9,1,1,2,5,8,29,1,Mike Conley
22024,201144,0022401152,"Apr 08, 2025",MIN @ MIL,L,28,2,6,0.333,1,3,0.333,0,0,0.0,1,3,4,3,0,0,0,0,5,-22,1,Mike Conley
22024,201144,0022401130,"Apr 05, 2025",MIN @ PHI,W,25,3,7,0.429,2,4,0.5,0,0,0.0,0,4,4,4,0,0,2,1,8,17,1,Mike Conley
22024,201144,0022401113,"Apr 03, 2025",MIN @ BKN,W,24,2,10,0.2,2,7,0.286,0,0,0.0,0,1,1,6,0,0,2,1,6,16,1,Mike Conley
22024,201144,0022401102,"Apr 01, 2025",MIN @ DEN,W,36,3,8,0.375,3,7,0.429,0,0,0.0,1,0,1,8,1,0,1,4,9,-22,1,Mike Conley
22024,201144,0022401084,"Mar 30, 2025",MIN vs. DET,W,30,5,9,0.556,2,2,1.0,5,7,0.714,1,1,2,2,1,0,0,3,17,24,1,Mike Conley
22024,201144,0022401071,"Mar 28, 2025",MIN vs. PHX,W,30,5,10,0.5,3,7,0.429,0,0,0.0,0,3,3,4,2,1,2,1,13,23,1,Mike Conley
22024,201144,0022401037,"Mar 24, 2025",MIN @ IND,L,22,3,5,0.6,1,2,0.5,0,0,0.0,0,4,4,5,1,1,2,0,7,-8,1,Mike Conley
22024,201144,0022401016,"Mar 21, 2025",MIN vs. NOP,W,10,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,6,1,0,1,0,0,18,1,Mike Conley
22024,201144,0022401001,"Mar 19, 2025",MIN vs. NOP,L,28,6,8,0.75,4,6,0.667,0,0,0.0,0,2,2,2,1,0,1,1,16,5,1,Mike Conley
22024,201144,0022400986,"Mar 17, 2025",MIN vs. IND,L,32,2,3,0.667,2,2,1.0,3,4,0.75,0,3,3,5,2,0,1,3,9,24,1,Mike Conley
22024,201144,0022400963,"Mar 14, 2025",MIN vs. ORL,W,24,3,6,0.5,3,5,0.6,0,0,0.0,0,1,1,3,0,0,0,1,9,20,1,Mike Conley
22024,201144,0022400952,"Mar 12, 2025",MIN @ DEN,W,20,3,5,0.6,1,2,0.5,1,1,1.0,1,0,1,5,2,0,2,0,8,12,1,Mike Conley
22024,1629675,0022401195,"Apr 13, 2025",MIN vs. UTA,W,25,5,10,0.5,0,3,0.0,1,1,1.0,3,5,8,2,0,0,1,2,11,9,1,Naz Reid
22024,1629675,0022401179,"Apr 11, 2025",MIN vs. BKN,W,26,3,6,0.5,1,3,0.333,0,0,0.0,2,3,5,2,0,1,0,0,7,7,2,Naz Reid
22024,1629675,0022401170,"Apr 10, 2025",MIN @ MEM,W,24,4,13,0.308,1,5,0.2,5,5,1.0,3,3,6,1,0,0,2,5,14,-7,1,Naz Reid
22024,1629675,0022401152,"Apr 08, 2025",MIN @ MIL,L,26,7,12,0.583,3,7,0.429,0,0,0.0,1,3,4,3,1,0,0,1,17,7,1,Naz Reid
22024,1629675,0022401130,"Apr 05, 2025",MIN @ PHI,W,27,4,10,0.4,0,5,0.0,1,2,0.5,0,7,7,2,0,2,5,3,9,11,1,Naz Reid
22024,1629675,0022401113,"Apr 03, 2025",MIN @ BKN,W,26,5,9,0.556,1,4,0.25,2,2,1.0,0,2,2,3,0,1,2,1,13,9,1,Naz Reid
22024,1629675,0022401084,"Mar 30, 2025",MIN vs. DET,W,10,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,2,0,1,Naz Reid
22024,1629675,0022401071,"Mar 28, 2025",MIN vs. PHX,W,26,3,7,0.429,3,5,0.6,0,0,0.0,1,6,7,4,1,0,1,2,9,3,1,Naz Reid
22024,1629675,0022401037,"Mar 24, 2025",MIN @ IND,L,26,8,13,0.615,3,6,0.5,1,2,0.5,0,3,3,2,0,0,1,2,20,-5,1,Naz Reid
22024,1629675,0022401016,"Mar 21, 2025",MIN vs. NOP,W,24,6,13,0.462,3,8,0.375,0,0,0.0,0,5,5,6,1,0,0,1,15,19,1,Naz Reid
22024,1629675,0022401001,"Mar 19, 2025",MIN vs. NOP,L,34,3,11,0.273,2,7,0.286,1,2,0.5,2,5,7,4,1,1,1,1,9,6,1,Naz Reid
22024,1629675,0022400986,"Mar 17, 2025",MIN vs. IND,L,30,9,16,0.563,3,7,0.429,0,0,0.0,1,3,4,0,1,1,2,3,21,5,1,Naz Reid
22024,1629675,0022400981,"Mar 16, 2025",MIN vs. UTA,W,20,2,10,0.2,0,5,0.0,1,2,0.5,4,5,9,3,3,1,3,1,5,11,1,Naz Reid
22024,1629675,0022400963,"Mar 14, 2025",MIN vs. ORL,W,27,3,9,0.333,2,6,0.333,0,2,0.0,0,7,7,3,1,2,2,4,8,7,1,Naz Reid
22024,1629675,0022400952,"Mar 12, 2025",MIN @ DEN,W,26,3,7,0.429,2,5,0.4,0,0,0.0,0,5,5,2,1,1,3,4,8,17,1,Naz Reid
22024,1642399,0022400887,"Mar 04, 2025",MIN vs. PHI,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,-7,1,Jesse Edwards
22024,1642399,0022400873,"Mar 02, 2025",MIN @ PHX,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,Jesse Edwards
22024,203497,0022401195,"Apr 13, 2025",MIN vs. UTA,W,38,8,16,0.5,0,0,0.0,3,5,0.6,8,10,18,0,1,4,0,2,19,6,1,Rudy Gobert
22024,203497,0022401179,"Apr 11, 2025",MIN vs. BKN,W,33,13,17,0.765,0,0,0.0,9,14,0.643,3,8,11,1,0,1,0,3,35,16,2,Rudy Gobert
22024,203497,0022401170,"Apr 10, 2025",MIN @ MEM,W,36,5,5,1.0,0,0,0.0,3,4,0.75,0,8,8,4,0,0,1,3,13,17,1,Rudy Gobert
22024,203497,0022401152,"Apr 08, 2025",MIN @ MIL,L,34,3,4,0.75,0,0,0.0,0,0,0.0,2,7,9,2,1,0,1,4,6,-5,1,Rudy Gobert
22024,203497,0022401130,"Apr 05, 2025",MIN @ PHI,W,36,10,11,0.909,0,0,0.0,3,4,0.75,8,11,19,2,2,3,1,3,23,10,1,Rudy Gobert
22024,203497,0022401113,"Apr 03, 2025",MIN @ BKN,W,36,9,10,0.9,0,0,0.0,3,6,0.5,4,14,18,1,0,2,0,2,21,14,1,Rudy Gobert
22024,203497,0022401102,"Apr 01, 2025",MIN @ DEN,W,40,7,11,0.636,0,0,0.0,5,9,0.556,6,6,12,1,1,0,0,6,19,-10,1,Rudy Gobert
22024,203497,0022401084,"Mar 30, 2025",MIN vs. DET,W,38,8,16,0.5,0,0,0.0,3,4,0.75,10,15,25,0,0,1,1,3,19,18,1,Rudy Gobert
22024,203497,0022401071,"Mar 28, 2025",MIN vs. PHX,W,38,8,9,0.889,0,0,0.0,1,2,0.5,5,8,13,1,4,1,4,5,17,20,1,Rudy Gobert
22024,203497,0022401037,"Mar 24, 2025",MIN @ IND,L,35,8,12,0.667,0,0,0.0,0,0,0.0,5,11,16,3,0,0,2,0,16,-3,1,Rudy Gobert
22024,203497,0022401016,"Mar 21, 2025",MIN vs. NOP,W,30,4,5,0.8,0,0,0.0,7,8,0.875,2,9,11,3,3,0,1,4,15,34,1,Rudy Gobert
22024,203497,0022401001,"Mar 19, 2025",MIN vs. NOP,L,31,3,4,0.75,0,0,0.0,4,6,0.667,2,7,9,1,0,1,0,4,10,4,1,Rudy Gobert
22024,203497,0022400986,"Mar 17, 2025",MIN vs. IND,L,22,1,2,0.5,0,0,0.0,1,2,0.5,3,4,7,1,0,3,0,1,3,0,1,Rudy Gobert
22024,203497,0022400981,"Mar 16, 2025",MIN vs. UTA,W,26,3,5,0.6,0,0,0.0,1,2,0.5,3,3,6,0,2,2,1,1,7,26,1,Rudy Gobert
22024,203497,0022400963,"Mar 14, 2025",MIN vs. ORL,W,35,5,7,0.714,0,0,0.0,2,4,0.5,4,8,12,1,2,0,1,2,12,16,1,Rudy Gobert
22024,1641803,0022400787,"Feb 13, 2025",MIN vs. OKC,W,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-4,1,Tristen Newton
22024,1641803,0022400755,"Feb 10, 2025",MIN @ CLE,L,5,0,1,0.0,0,0,0.0,0,0,0.0,2,1,3,1,1,0,0,1,0,5,1,Tristen Newton
22024,1641803,0022400548,"Jan 13, 2025",MIN @ WAS,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-3,1,Tristen Newton
22024,1641803,0022400320,"Dec 04, 2024",IND @ BKN,L,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Tristen Newton
22024,1641803,0022400306,"Dec 01, 2024",IND @ MEM,L,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,2,1,Tristen Newton
22024,1641803,0022400045,"Nov 29, 2024",IND vs. DET,L,3,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-5,1,Tristen Newton
22024,1641803,0022400029,"Nov 22, 2024",IND @ MIL,L,2,1,2,0.5,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,1,1,Tristen Newton
22024,1641803,0022400247,"Nov 18, 2024",IND @ TOR,L,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,Tristen Newton
22024,1641740,0022401195,"Apr 13, 2025",MIN vs. UTA,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,Jaylen Clark
22024,1641740,0022401179,"Apr 11, 2025",MIN vs. BKN,W,17,0,1,0.0,0,0,0.0,7,8,0.875,1,4,5,1,0,0,0,0,7,10,2,Jaylen Clark
22024,1641740,0022401170,"Apr 10, 2025",MIN @ MEM,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,7,1,Jaylen Clark
22024,1641740,0022401152,"Apr 08, 2025",MIN @ MIL,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,Jaylen Clark
22024,1641740,0022401130,"Apr 05, 2025",MIN @ PHI,W,10,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,1,1,0,9,1,Jaylen Clark
22024,1641740,0022401113,"Apr 03, 2025",MIN @ BKN,W,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-4,1,Jaylen Clark
22024,1641740,0022401102,"Apr 01, 2025",MIN @ DEN,W,9,1,4,0.25,0,1,0.0,0,0,0.0,2,0,2,2,0,0,1,4,2,2,1,Jaylen Clark
22024,1641740,0022401084,"Mar 30, 2025",MIN vs. DET,W,18,2,4,0.5,0,1,0.0,2,3,0.667,0,2,2,0,0,0,0,3,6,1,1,Jaylen Clark
22024,1641740,0022401071,"Mar 28, 2025",MIN vs. PHX,W,10,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,2,3,-6,1,Jaylen Clark
22024,1641740,0022401037,"Mar 24, 2025",MIN @ IND,L,19,3,5,0.6,0,1,0.0,0,0,0.0,1,1,2,1,2,1,0,2,6,-5,1,Jaylen Clark
22024,1641740,0022401016,"Mar 21, 2025",MIN vs. NOP,W,14,4,5,0.8,3,3,1.0,0,0,0.0,0,1,1,1,2,0,1,0,11,11,1,Jaylen Clark
22024,1641740,0022401001,"Mar 19, 2025",MIN vs. NOP,L,12,4,5,0.8,1,2,0.5,0,0,0.0,0,2,2,0,1,0,0,2,9,12,1,Jaylen Clark
22024,1641740,0022400986,"Mar 17, 2025",MIN vs. IND,L,9,1,3,0.333,0,0,0.0,0,0,0.0,1,1,2,0,2,0,0,0,2,2,1,Jaylen Clark
22024,1641740,0022400981,"Mar 16, 2025",MIN vs. UTA,W,17,1,2,0.5,0,1,0.0,6,8,0.75,3,0,3,4,3,0,0,1,8,7,1,Jaylen Clark
22024,1641740,0022400963,"Mar 14, 2025",MIN vs. ORL,W,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,2,2,1,Jaylen Clark
22024,203944,0022401195,"Apr 13, 2025",MIN vs. UTA,W,33,5,11,0.455,0,3,0.0,0,0,0.0,3,7,10,5,0,1,4,2,10,7,1,Julius Randle
22024,203944,0022401179,"Apr 11, 2025",MIN vs. BKN,W,30,8,11,0.727,5,6,0.833,0,0,0.0,1,3,4,3,2,0,3,2,21,21,2,Julius Randle
22024,203944,0022401170,"Apr 10, 2025",MIN @ MEM,W,35,13,22,0.591,5,10,0.5,0,0,0.0,1,9,10,5,1,0,2,2,31,18,1,Julius Randle
22024,203944,0022401152,"Apr 08, 2025",MIN @ MIL,L,35,3,8,0.375,1,3,0.333,2,2,1.0,1,6,7,6,1,0,5,4,9,-16,1,Julius Randle
22024,203944,0022401130,"Apr 05, 2025",MIN @ PHI,W,33,5,11,0.455,0,2,0.0,5,9,0.556,2,3,5,4,0,0,0,3,15,-11,1,Julius Randle
22024,203944,0022401113,"Apr 03, 2025",MIN @ BKN,W,27,4,11,0.364,3,8,0.375,0,0,0.0,2,6,8,4,0,0,4,3,11,2,1,Julius Randle
22024,203944,0022401102,"Apr 01, 2025",MIN @ DEN,W,50,11,22,0.5,4,8,0.5,0,0,0.0,2,7,9,7,1,0,4,5,26,1,1,Julius Randle
22024,203944,0022401084,"Mar 30, 2025",MIN vs. DET,W,32,9,18,0.5,1,4,0.25,7,7,1.0,2,6,8,5,0,1,2,3,26,14,1,Julius Randle
22024,203944,0022401071,"Mar 28, 2025",MIN vs. PHX,W,32,9,15,0.6,2,4,0.5,5,5,1.0,1,5,6,8,1,1,0,1,25,7,1,Julius Randle
22024,203944,0022401037,"Mar 24, 2025",MIN @ IND,L,24,3,7,0.429,0,2,0.0,3,5,0.6,1,5,6,2,0,0,2,1,9,-12,1,Julius Randle
22024,203944,0022401016,"Mar 21, 2025",MIN vs. NOP,W,25,7,11,0.636,2,5,0.4,4,4,1.0,4,2,6,5,2,0,2,3,20,13,1,Julius Randle
22024,203944,0022401001,"Mar 19, 2025",MIN vs. NOP,L,28,7,10,0.7,2,4,0.5,1,2,0.5,0,3,3,3,0,1,6,2,17,-20,1,Julius Randle
22024,203944,0022400986,"Mar 17, 2025",MIN vs. IND,L,41,5,11,0.455,1,2,0.5,6,10,0.6,1,5,6,4,1,0,4,2,17,-6,1,Julius Randle
22024,203944,0022400981,"Mar 16, 2025",MIN vs. UTA,W,20,4,9,0.444,1,2,0.5,2,4,0.5,2,1,3,4,0,0,1,2,11,14,1,Julius Randle
22024,203944,0022400963,"Mar 14, 2025",MIN vs. ORL,W,29,7,13,0.538,1,3,0.333,7,8,0.875,2,5,7,5,0,0,3,4,22,-7,1,Julius Randle
22024,1630538,0022401113,"Apr 03, 2025",MIN @ BKN,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,Bones Hyland
22024,1630538,0022401037,"Mar 24, 2025",MIN @ IND,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,3,1,Bones Hyland
22024,1630538,0022401016,"Mar 21, 2025",MIN vs. NOP,W,7,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,2,0,0,1,2,3,5,1,Bones Hyland
22024,1630538,0022400981,"Mar 16, 2025",MIN vs. UTA,W,7,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,-5,1,Bones Hyland
22024,1630538,0022400715,"Feb 04, 2025",LAC vs. LAL,L,7,4,5,0.8,2,3,0.667,2,2,1.0,0,0,0,0,1,0,1,3,12,0,1,Bones Hyland
22024,1630538,0022400620,"Jan 22, 2025",LAC vs. BOS,L,17,3,7,0.429,2,5,0.4,0,0,0.0,0,2,2,2,1,0,4,4,8,-5,1,Bones Hyland
22024,1630538,0022400575,"Jan 16, 2025",LAC @ POR,W,8,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,1,2,0,0,0,3,-1,1,Bones Hyland
22024,1630538,0022400571,"Jan 15, 2025",LAC vs. BKN,W,14,3,6,0.5,1,4,0.25,2,2,1.0,0,3,3,5,2,0,2,2,9,10,1,Bones Hyland
22024,1630538,0022400515,"Jan 08, 2025",LAC @ DEN,L,9,1,4,0.25,1,4,0.25,2,2,1.0,1,1,2,2,0,0,0,0,5,4,1,Bones Hyland
22024,1630538,0022400486,"Jan 04, 2025",LAC vs. ATL,W,5,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,4,1,Bones Hyland
22024,1630538,0022400466,"Jan 02, 2025",LAC @ OKC,L,7,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,2,1,0,0,1,2,10,1,Bones Hyland
22024,1630538,0022400451,"Dec 31, 2024",LAC @ SAS,L,17,2,10,0.2,1,6,0.167,2,2,1.0,0,1,1,2,0,0,1,1,7,-9,1,Bones Hyland
22024,1630538,0022401226,"Dec 16, 2024",LAC vs. UTA,W,12,3,6,0.5,2,5,0.4,0,0,0.0,0,0,0,3,3,0,1,0,8,2,1,Bones Hyland
22024,1630538,0022401213,"Dec 13, 2024",LAC @ DEN,L,21,4,8,0.5,3,6,0.5,2,3,0.667,0,0,0,1,1,2,3,2,13,-14,1,Bones Hyland
22024,1630538,0022400356,"Dec 08, 2024",LAC vs. HOU,L,28,7,13,0.538,5,10,0.5,3,3,1.0,1,2,3,4,1,0,1,4,22,-9,1,Bones Hyland
22024,1631159,0022401170,"Apr 10, 2025",MIN @ MEM,W,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,1,Leonard Miller
22024,1631159,0022401113,"Apr 03, 2025",MIN @ BKN,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Leonard Miller
22024,1631159,0022401084,"Mar 30, 2025",MIN vs. DET,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,Leonard Miller
22024,1631159,0022400887,"Mar 04, 2025",MIN vs. PHI,W,3,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-8,1,Leonard Miller
22024,1631159,0022400873,"Mar 02, 2025",MIN @ PHX,W,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,-3,1,Leonard Miller
22024,1631159,0022400787,"Feb 13, 2025",MIN vs. OKC,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1,Leonard Miller
22024,1631159,0022400755,"Feb 10, 2025",MIN @ CLE,L,5,1,4,0.25,0,2,0.0,2,2,1.0,0,1,1,0,0,1,0,0,4,5,1,Leonard Miller
22024,1631159,0022400723,"Feb 05, 2025",MIN vs. CHI,W,1,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2,1,Leonard Miller
22024,1631159,0022400677,"Jan 30, 2025",MIN @ UTA,W,4,1,3,0.333,0,0,0.0,4,4,1.0,2,1,3,0,0,0,1,1,6,-2,1,Leonard Miller
22024,1631159,0022400634,"Jan 25, 2025",MIN vs. DEN,W,4,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1,1,Leonard Miller
22024,1631159,0022400548,"Jan 13, 2025",MIN @ WAS,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-3,1,Leonard Miller
22024,1631159,0022400519,"Jan 09, 2025",MIN @ ORL,W,3,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,0,-5,1,Leonard Miller
22024,1631159,0022400395,"Dec 23, 2024",MIN @ ATL,L,2,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,1,0,0,0,2,4,1,Leonard Miller
22024,1630568,0022401179,"Apr 11, 2025",MIN vs. BKN,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,4,2,Luka Garza
22024,1630568,0022401113,"Apr 03, 2025",MIN @ BKN,W,2,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,3,0,1,Luka Garza
22024,1630568,0022401102,"Apr 01, 2025",MIN @ DEN,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Luka Garza
22024,1630568,0022401084,"Mar 30, 2025",MIN vs. DET,W,2,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,0,1,4,1,1,Luka Garza
22024,1630568,0022401037,"Mar 24, 2025",MIN @ IND,L,3,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-1,1,Luka Garza
22024,1630568,0022401016,"Mar 21, 2025",MIN vs. NOP,W,8,4,4,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,9,8,1,Luka Garza
22024,1630568,0022400981,"Mar 16, 2025",MIN vs. UTA,W,9,1,5,0.2,1,2,0.5,0,0,0.0,0,0,0,2,0,0,1,1,3,-4,1,Luka Garza
22024,1630568,0022400952,"Mar 12, 2025",MIN @ DEN,W,5,2,5,0.4,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,0,5,-4,1,Luka Garza
22024,1630568,0022400925,"Mar 09, 2025",MIN vs. SAS,W,3,1,2,0.5,0,1,0.0,2,2,1.0,1,0,1,0,0,0,0,0,4,1,1,Luka Garza
22024,1630568,0022400887,"Mar 04, 2025",MIN vs. PHI,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-8,1,Luka Garza
22024,1630568,0022400873,"Mar 02, 2025",MIN @ PHX,W,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,Luka Garza
22024,1630568,0022400858,"Feb 28, 2025",MIN @ UTA,L,18,5,7,0.714,1,3,0.333,5,9,0.556,1,0,1,1,2,0,0,0,16,11,1,Luka Garza
22024,1630568,0022400849,"Feb 27, 2025",MIN @ LAL,L,5,0,0,0.0,0,0,0.0,1,2,0.5,1,0,1,1,1,1,0,1,1,1,1,Luka Garza
22024,1630568,0022400826,"Feb 24, 2025",MIN @ OKC,W,9,1,4,0.25,0,3,0.0,0,0,0.0,0,0,0,0,1,1,0,0,2,-7,1,Luka Garza
22024,1630568,0022400820,"Feb 23, 2025",MIN vs. OKC,L,9,2,2,1.0,1,1,1.0,2,2,1.0,3,1,4,1,0,0,1,2,7,-4,1,Luka Garza
